"player_id","player_name","team","opponent","is_home","recent_avg","season_avg","projected_rec_yards","weather_impact_score","is_dome","headshot","team_color","team_color2","team_logo","jersey","position","experience"
"00-0038543","J.Smith-Njigba","SEA","HOU",TRUE,124.333333333333,116,123.42,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/jpvhsregfvw46mlyckzj","#002244","#69be28","https://a.espncdn.com/i/teamlogos/nfl/500/sea.png","11","WR",3
"00-0037247","G.Pickens","DAL","WAS",TRUE,119.666666666667,87.5,108.94,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cbpyykoguf7rsxezqzvk","#002244","#B0B7BC","https://a.espncdn.com/i/teamlogos/nfl/500/dal.png","3","WR",4
"00-0036322","J.Jefferson","MIN","PHI",TRUE,108,89.8,102.73,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/f0ccavu3ppzcs51e1cuv","#4F2683","#FFC62F","https://a.espncdn.com/i/teamlogos/nfl/500/min.png","18","WR",6
"00-0037238","D.London","ATL","SF",FALSE,107.666666666667,85.4,98.76,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/np91pvk7mczra1iyjkmo","#A71930","#000000","https://a.espncdn.com/i/teamlogos/nfl/500/atl.png","5","WR",4
"00-0039075","P.Nacua","LA","JAX",FALSE,94.3333333333333,102.666666666667,97.67,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zvi4hdm6fywcekfe7ceb","#003594","#FFD100","https://a.espncdn.com/i/teamlogos/nfl/500/lar.png","12","WR",3
"00-0033307","K.Bourne","SF","ATL",TRUE,100.333333333333,74.2,91.68,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/mkciutibcbq7phnplozn","#AA0000","#B3995D","https://a.espncdn.com/i/teamlogos/nfl/500/sf.png",NA,"WR",9
"00-0040129","E.Egbuka","TB","DET",FALSE,96,78.1666666666667,88.87,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/qolqqtwamffi0pi4np7h","#A71930","#322F2B","https://a.espncdn.com/i/teamlogos/nfl/500/tb.png","2","WR",0
"00-0038563","T.Tucker","LV","KC",FALSE,92.3333333333333,68.6,82.84,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/fsx05ats4azj8mus03d4","#000000","#A5ACAF","https://a.espncdn.com/i/teamlogos/nfl/500/lv.png","1","WR",3
"00-0031588","S.Diggs","NE","TEN",FALSE,91.6666666666667,64.5,80.8,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/cemcexmscsarpvwhafln","#002244","#C60C30","https://a.espncdn.com/i/teamlogos/nfl/500/ne.png","8","WR",11
"00-0035640","D.Metcalf","PIT","CIN",FALSE,84.3333333333333,71.2,79.08,0,FALSE,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/tknefloqsleltfmslj2y","#000000","#FFB612","https://a.espncdn.com/i/teamlogos/nfl/500/pit.png","4","WR",7
